Data;Descrição;Valor Pago;Meio Pagto;Cancelado
01/07/2024;1 X MATA CUPIM JIMO INSETICIDA INCOLOR 500ML;R$ 0,00;;Não
01/07/2024;1 X FIXA TUDO PU CINZA 80G CIBRAFLEX;R$ 10,00;Dinheiro;Não
01/07/2024;1 X OLEO DESENGRIPANTE 250ML 120G ORANGE CHEMICOLOR;R$ 11,25;Cartão de Débito;Não
01/07/2024;"1 X THINNER 450ML NATRIELLI
1 X ESPATULA 06CM CABO MADEIRA TRAMONTINA";R$ 36,27;Cartão de Crédito;Não
01/07/2024;20 X BUCHA 06 COM ANEL UNIDADE;R$ 4,80;Cartão de Débito;Não
01/07/2024;"1 X BICO TORNEIRA UNIAO 3/4X1/2 METALICO GARDEN 
6 X ESCAPULA 05 17X50
1 X ADAPTADOR BOB ESPONJA";R$ 18,95;Cartão de Débito;Não
01/07/2024;"5 X PARAFUSO SEXTAVADO FERRO A 1/4 X 3/4 UN.
10 X PARAFUSO SEXTAVADO 1/4X1.1/2 UN
15 X PORCA BORBOLETA 1/4";R$ 26,00;Cartão de Débito;Não
01/07/2024;20 X ARRUELA 1/4 UNI.;R$ 8,00;Cartão de Crédito;Não
01/07/2024;;R$ 14,40;Transferencia;Não
01/07/2024;5 X CIMENTO CINZA 1KG JUNTALIDER;R$ 18,90;Cartão de Débito;Não
01/07/2024;1 X MASSA CORRIDA PVA 900ML LUKSCOLOR ;R$ 17,37;Transferencia;Não
01/07/2024;1 X TOMADA EXTERNA 10A 2P+T RADIAL ;R$ 10,74;Cartão de Débito;Não
01/07/2024;"1 X CANALETA BRANCA FINA C/FITA 10X2MT
1 X PINO MACHO 10A 2P PRTO/BRCO TRAMONTINA 
2 X TOMADA EXTERNA 2P+T 10A REDONDA PEESA
1 X TORNEIRA JARDIM 3/4 CROMADA LONGA 1130 EMA METAIS
1 X FITA DUPLA FACE 19MMX1,5 ESPUMA TEKBOND
5 X FIO PARALELO 2X1,00MM BRANCO METRO MEGATRON";R$ 116,70;Cartão de Crédito;Não
01/07/2024;1 X TORNEIRA PLASTICA JARDIM 3/4 PRETA CURTA LUCONI;R$ 6,35;Cartão de Débito;Não
01/07/2024;"1 X REJUNTE TABACO 1K QUARTZOLIT
1 X ARGAMASSA ACI 5KG INDEFLEX
1 X DISCO DIAMANTADO TURBO 13893 IRWIN";R$ 61,80;Cartão de Débito;Não
01/07/2024;"4 X PARAFUSO CHATO 6,0X80 UNIDADE
4 X BUCHA 12 SEM ANEL UNIDADE";R$ 50,00;Dinheiro;Não
01/07/2024;"2 X VEDANTE 3/4 SILICONE METAL 
2 X RALO PARA PIA PEQUENO";R$ 12,60;Dinheiro;Não
01/07/2024;2 X COTOVELO 50X90 PLASTILIT;R$ 14,08;Cartão de Crédito;Não
01/07/2024;1 X GESSO LENTO 5KG INDEFLEX;R$ 14,00;Dinheiro;Não
01/07/2024;"1 X ARRAZE AGE MATA INSETOS 1L
1 X PULVERIZADOR 370ML BOMBA FLITS EXPORT GUARANY";R$ 200,00;Dinheiro;Não
01/07/2024;"1 X TINTA LATEX BRANCO FOSCO 3,6L PAREDE NOVA QUARTZOLIT
1 X RESISTENCIA CHUVEIRO LOREN SHOWER 3065M 7500W 220V
1 X PREGO DE ACO 12X12 (10) UN
1 X PREGO DE ACO 15X15 (10) UN
2 X LONA PRETA FINA METRO ";R$ 121,80;Transferencia;Não
01/07/2024;1 X BROCA WIDEA SDS PLUS MAKITA 6MMX160MM;R$ 19,87;Cartão de Débito;Não
01/07/2024;10 X BUCHA 06 COM ANEL UNIDADE;R$ 2,40;Cartão de Débito;Não
01/07/2024;"1 X ARGAMASSA ACI INTERNA 20KG VOTORANTIM
1 X BLOCO ESPUMA AMARELO 5X13X20 
2 X LIXA MASSA 120 TATU
2 X LIXA MADEIRA 50 TATU (AMARELA)";R$ 100,00;Dinheiro;Não
01/07/2024;1 X ASSENTO SANITARIO ALMOFADADO BRANCO ASTRA;R$ 117,33;Cartão de Débito;Não
01/07/2024;"1 X BUCHA 12 (6) UN
4 X PARAFUSO SEXTAVADO ROSCA SOBERBA 1/4 X 70 UN";R$ 11,07;Dinheiro;Não
01/07/2024;3 X ADAPTADOR SOLDAVEL 25 PLASTILIT;R$ 10,00;Dinheiro;Não
01/07/2024;"1 X PINO MACHO 2P+T 20A PRETO TRANSMOBIL 
1 X PINO FEMEA 20A 2P+T PRETO TRANSMOBIL";R$ 16,19;Dinheiro;Não
01/07/2024;1 X ADAPTADOR BOB ESPONJA;R$ 8,60;Dinheiro;Não
01/07/2024;"1 X ENGATE FLEXIVEL 60CM BRANCO ASTRA
1 X VEDA ROSCA 18MMX10M FIRLON
1 X PLUG ROSCAVEL 1/2 PLASTILIT
1 X ABRACADEIRA NYLON BRANCA 2,5MMX150MM (PCT) FERTAK";R$ 30,26;Cartão de Débito;Não
01/07/2024;3 X PARAFUSO SEXTAVADO ROSCA SOBERBA 1/4X60 NEW FIX;R$ 3,60;Dinheiro;Não
01/07/2024;"1 X PREGO DE ACO 15X15 (10) UN
1 X PREGO DE ACO 17X18 (8) UN";R$ 11,90;Cartão de Crédito;Não
01/07/2024;"1 X ALICATE UNIVERSAL 8"" EDA ";R$ 28,03;Cartão de Crédito;Não
01/07/2024;"1 X PINCEL 1'' 519 TIGRE
1 X FITA EMBALAGEM TRANSP. 48MMX45M ALLTAPE";R$ 17,08;Cartão de Débito;Não
01/07/2024;1 X FECHADURA BANHEIRO INOX ALAVANCA A 804/33 STAM ;R$ 50,00;Cartão de Débito;Não
01/07/2024;"1 X SERRA ACO BIMETAL 24 DENTES UN. BOSCH
6 X BARRA CANO 25 - 3/4"" PLASTILIT - METRO";R$ 55,00;Dinheiro;Não
01/07/2024;"1 X CORRENTE 6,00MM SOLDAVEL REF. METRO
1 X CADEADO 45MM PADO";R$ 85,83;Cartão de Débito;Não
01/07/2024;1 X PREGO DE ACO 18X30 (6) UN;R$ 5,95;Dinheiro;Não
01/07/2024;"1 X ALICATE BOMBA AGUA 10"" EDA ";R$ 49,65;Cartão de Crédito;Não
01/07/2024;1 X TEE 25 PLASTILIT ;R$ 2,00;Dinheiro;Não
01/07/2024;"1 X ALICATE UNIVERSAL 8"" EDA 
1 X REJUNTE BRANCO 1KG INDEFLEX";R$ 34,74;Cartão de Débito;Não
01/07/2024;1 X LUVA AZUL 20X1/2 PLASTILIT;R$ 6,70;Cartão de Crédito;Não
01/07/2024;"2 X AREIA MEDIA ENSACADA 20KG 
2 X SIFAO SANFONADO PVC UNIVERSAL PLASTILIT";R$ 25,92;Cartão de Crédito;Não
01/07/2024;10 X FUSIVEL VIDRO 20AG 10A;R$ 8,00;Dinheiro;Não
01/07/2024;"1 X LUVA 75 PLASTILIT
1 X COTOVELO ESGOTO 75X90º PLASTILIT
1 X LUVA REDUCAO ESGOTO 75X50 PLASTILIT";R$ 100,00;Dinheiro;Não
01/07/2024;1 X RALO PIA INOX 9,0CM KE HOME;R$ 13,80;Cartão de Crédito;Não
01/07/2024;"1 X MISTURADOR TINTA 40CM  ROMA
1 X BROXA REDONDA MAX
1 X DESEMPENADEIRA PLASTICA LISA 18X30
1 X SERRA CIRCULAR WIDEA 4.3/8X24X20 WAVES PLUS
1 X DISCO DIAMANTADO CONTINUO SPARTA 115X22MM MTX";R$ 101,25;Dinheiro;Não
01/07/2024;"2 X LAMPADA LED BULBO 09W AMARELA BLUMENAU
1 X SIFAO SANFONADO PVC UNIVERSAL ASTRA";R$ 27,07;Transferencia;Não
01/07/2024;"1 X FECHADURA EXTERNA 2600/41 ALIANÇA
4 X REBITE 4,8X16 10UN";R$ 0,00;;Não
01/07/2024;1 X FECHADURA ESTREITA 0520/18 SOPRANO;R$ 0,00;;Não
01/07/2024;1 X TALHADEIRA ACO 1/2X12 LORD;R$ 20,00;Dinheiro;Não
01/07/2024;1 X FIXA TUDO PU CINZA 80G CIBRAFLEX;R$ 6,34;Cartão de Débito;Não
01/07/2024;"1 X CABO FLEXIVEL DE COBRE 6,00MM BRANCO METRO
2 X CONECTOR WAGO 2P 05 A 6,0M 41A 221612 ";R$ 26,98;Cartão de Crédito;Não
01/07/2024;1 X PLACA 4X2 COM FURO;R$ 5,00;Dinheiro;Não
01/07/2024;;;;Não
01/07/2024;1 X FITA EMBALAGEM TRANSP. 48MMX45M ALLTAPE;R$ 9,45;Cartão de Débito;Não
01/07/2024;"1 X REJUNTE BRANCO 1KG INDEFLEX
3 X CIMENTO CINZA 1KG INDEFLEX";R$ 19,58;Cartão de Crédito;Não
01/07/2024;2 X SACO ENTULHO PACOTE C/10;R$ 39,00;Cartão de Crédito;Não
01/07/2024;1 X FILTRO LINHA 3 TOMADAS PVC C/FUSIVEL BIV ELITE;R$ 50,00;Dinheiro;Não
01/07/2024;"25 X LUVA REDUCAO ESGOTO 50X40 PLASTILIT
5 X LUVA ESGOTO 40 PLASTILIT
26 X COTOVELO ESGOTO 50X90º PLASTILIT
21 X COTOVELO ESGOTO 40X90º PLASTILIT";R$ 264,90;Transferencia;Não
01/07/2024;"2 X MAO FRANCESA 25CM REFORCADA R.C.A 
6 X BUCHA 08 COM ANEL UNIDADE";R$ 50,00;Dinheiro;Não
01/07/2024;"2 X FITA CREPE 48MMX50M 3M
1 X ROLO LA CARNEIRO S/C 23CM SOFT COMPEL
1 X ROLO TEXTURA 23CM CASTOR
1 X SUPORTE ROLO  23CM COM GAIOLA
2 X PINCEL 1.1/2 38.1MM TIGRE";R$ 124,25;Cartão de Crédito;Não
01/07/2024;"1 X BLOCO ESPUMA AMARELO 5X13X20 
1 X LUVA LATEX VERDE G TOP SANRO 
1 X MASCARA PFF2 SEM VALVULA DELTAPLUS";R$ 27,41;Cartão de Débito;Não
01/07/2024;1 X SIFAO SANFONADO PVC UNIVERSAL PLASTILIT;R$ 7,47;Cartão de Débito;Não
01/07/2024;6 X CONDUITE PRETO 1/2 CORRUGADO METRO;R$ 11,76;Cartão de Débito;Não
01/07/2024;1 X LINHA PEDREIRO TRANCADA 50MT ;R$ 6,00;Dinheiro;Não
29/06/2024;;;;Não
29/06/2024;1 X COLA TEKBOND 725 20G;R$ 17,42;Cartão de Crédito;Não
29/06/2024;1 X MASSA CORRIDA PVA 18L 25KG EUCATEX;R$ 90,07;Dinheiro;Não
29/06/2024;;R$ 1.133,65;Condominio;Não
29/06/2024;;R$ 278,00;Condominio;Não
29/06/2024;;R$ 683,34;Condominio;Não
29/06/2024;;R$ 789,96;Condominio;Não
29/06/2024;;R$ 9.918,97;Condominio;Não
29/06/2024;;R$ 2.000,93;Condominio;Não
29/06/2024;;R$ 251,34;Condominio;Não
29/06/2024;;R$ 768,28;Condominio;Não
29/06/2024;;R$ 77,66;Condominio;Não
29/06/2024;;R$ 575,71;Condominio;Não
29/06/2024;;R$ 120,36;Condominio;Não
29/06/2024;;R$ 186,06;Condominio;Não
29/06/2024;;R$ 82,00;Condominio;Não
29/06/2024;;R$ 3.591,23;Condominio;Não
29/06/2024;;R$ 263,60;Condominio;Não
29/06/2024;;R$ 109,45;Condominio;Não
29/06/2024;1 X TECLA CAMPAINHA COMPLETA 10A RADIAL POLLAR;R$ 7,61;Cartão de Débito;Não
29/06/2024;;R$ 86,90;Condominio;Não
29/06/2024;;R$ 4.694,43;Condominio;Não
29/06/2024;;R$ 339,64;Condominio;Não
29/06/2024;;R$ 538,66;Condominio;Não
29/06/2024;5 X PARAFUSO FLANG/BROCA DLB 4,2X19;R$ 2,00;Dinheiro;Não
29/06/2024;"1 X PILHA ALCALINA PALITO AAA2 C/2 ELGIN 
1 X PARAF R.M 3/16X1.1/4 (5) UN
1 X PREGO C/C 6X6  (110) UN";R$ 22,00;Dinheiro;Não
29/06/2024;"1 X ABRACADEIRA NYLON PRETO 2,5MMX60MM (PCT) FERTAK
3 X TERMINAL ANEL TPT 10MM 08 VERMELHO";R$ 16,11;Transferencia;Não
29/06/2024;2 X BUCHA 08 (08) UN;R$ 11,90;Cartão de Débito;Não
29/06/2024;1 X CAIXA DESCARGA ALUMASA 9 LITROS;R$ 56,52;Cartão de Débito;Não
29/06/2024;1 X BROCA WIDEA 8MMX110MM MAKITA;R$ 12,62;Cartão de Crédito;Não
29/06/2024;"2 X CABO COAXIAL RGC06 BR 67% MEGATRON METRO
2 X CONECTOR CABO COAXIAL F.C/ROSCA RG06
1 X CABO COAXIAL RG59 BR 47% MEGATRON METRO
1 X DIVISOR DE ANTENA 1X2";R$ 16,88;Dinheiro;Não
29/06/2024;1 X BATENTE PORTA PADRAO 9X3,0 CEDRO 9;R$ 100,00;Dinheiro;Não
29/06/2024;"1 X THINNER 450ML NATRIELLI
2 X BUCHA 08 (08) UN
8 X PARAFUSO CHATO 5,0X45 UNIDADE NEW F
2 X MAO FRANCESA 25CM REFORCADO PRETO HAYNER ";R$ 71,80;Cartão de Débito;Não
29/06/2024;"1 X FECHADURA BANHEIRO ALAVANCA 1300 ITALY SILVANA
2 X ESPUMA EXPANSIVA 500ML SOUDAL";R$ 114,50;Cartão de Débito;Não
29/06/2024;2 X PARAF R.M 5/32X1.1/4 (6) UN;R$ 11,90;Dinheiro;Não
29/06/2024;1 X PREGO C/C 22X48 (3) UN;R$ 20,00;Dinheiro;Não
29/06/2024;1 X ROLO VERDE AMARELO 1374 23CM ANTIRRESPINGO TIGRE;R$ 21,49;Cartão de Débito;Não
29/06/2024;"1 X BROCA DE ACO RAPIDO 1/4 IRWIN
1 X CANALETA COM FITA COLANTE 12MMX2MT STECK";R$ 26,90;Transferencia;Não
29/06/2024;1 X BOIA CX D AGUA ZAMAC ZB PERFECT 3/4 GD;R$ 21,30;Cartão de Crédito;Não
29/06/2024;1 X COLA SUPER BONDER 20GR ULTRA;R$ 13,33;Cartão de Débito;Não
29/06/2024;"1 X COTOVELO ESGOTO 40X90º PLASTILIT
1 X ABRACADEIRA ROSCA SEM FIM 3/4"" 1.1/16"" 9MM";R$ 5,06;Cartão de Débito;Não
29/06/2024;"2 X CIMENTO CPII 5KG 
2 X AREIA MEDIA ENSACADA 20KG ";R$ 36,96;Cartão de Débito;Não
29/06/2024;"2 X PARAF CHIPBOARD 40X30 (7) UN
1 X PARAF CHIPBOARD 50X60 (4) UN
1 X PARAF CHIPBOARD 60X65 (3) UN
1 X PARAF CHIPBOARD 40X45 (7) UN
1 X PASTA SABAO DESENGRAXANTE ESPECIAL 1K";R$ 45,74;Cartão de Débito;Não
29/06/2024;"1 X ENGATE FLEXIVEL 60CM BRANCO ASTRA
1 X CAIXA DESCARGA ASTRA BRANCA";R$ 78,57;Cartão de Crédito;Não
29/06/2024;1 X PARAF CHIPBOARD 40X45 (7) UN;R$ 7,00;Dinheiro;Não
29/06/2024;"1 X BOTA SEGURANCA 42 CRIVAL
1 X TALHADEIRA 20x250MM MAKITA";R$ 106,73;Transferencia;Não
29/06/2024;"40 X TIJOLO BAIANO 11,5X14X24 
2 X ARGAMASSA ACI INTERIORES SA 20KG SIKA 
6 X AREIA MEDIA ENSACADA 20KG 
1 X CIMENTO CPII 25KG 
1 X REGISTRO PRESSAO 3/4 C50 1416 MARTIN
1 X ADAPTADOR SOLDAVEL 25 PLASTILIT
1 X LUVA AZUL 25X3/4 PLASTILIT
1 X VEDA ROSCA 18MMX10M FIRLON
1 X COLA PVC 17G FORTLEV
1 X TINTA LATEX BRANCO FOSCO 3,6 RENDE EXTRA EUCATEX
2 X XADREZ LIQUIDO (AZUL)";R$ 310,00;Dinheiro;Não
29/06/2024;;;;Não
29/06/2024;1 X FITA ISOLANTE 18MMX20M IMPERIAL 3M ;R$ 13,81;Transferencia;Não
29/06/2024;"1 X LUMINARIA LED SOBREPOR 18K REDONDA 6500K 22,5C 
1 X FITA ANTIDERRAPANTE PRETA 50MMX5M TECBOND";R$ 0,00;;Não
29/06/2024;"2 X PINO MACHO 20A BRANCO 2P+T V52 C/PRENSA VOLTIN
2 X PINO FEMEA 20A PRETO 2P+T V94 C/PRENSA VOLTIN
2 X SILICONE BASE AGUA BRANCO 420G SOUDAL 
2 X DESEMPENADEIRA ACO TEMP LISA 12X29 212/00 GALO
1 X ALICATE UNIVERSAL 8"" TRAMONTINA";R$ 0,00;;Não
29/06/2024;5 X ARGAMASSA ACII EXTERNA 20KG VOTORANTIM;R$ 0,00;;Não
29/06/2024;"3 X CADEADO 20MM GOLD
2 X CHUVEIRO DUCHA FORUSI STILO 5400W 220V";R$ 177,35;Condominio;Não
29/06/2024;"1 X CAPS 50 PLASTILIT
10 X LUVA LATEX VERDE G TOP SANRO ";R$ 0,00;;Não
29/06/2024;"1 X BROCA CHATA MADEIRA BRASFORT E 9/16
1 X DISCO DIAMANTADO SEGMENTADO 7X180MM HAMMER";R$ 0,00;;Não
29/06/2024;"1 X PAPEL HIGIENICO FOLHA SIMPLES FOFINHO FARDO - 16 FARDOS C/4 ROLOS (SALES)
1 X COMPOUND ADESIVO SIKA";R$ 0,00;;Não
29/06/2024;4 X ASSENTO SANITARIO CONVENCIONAL MODELO IZY DECA;R$ 0,00;;Não
29/06/2024;"2 X FITA ISOLANTE 18MMX10M IMPERIAL 3M
10 X TERMINAL COMPRESSAO 95MM
4 X ARGAMASSA ACII CERAMICAS FLEX SA 20KG SIKA";R$ 0,00;;Não
29/06/2024;"1 X COMPOUND ADESIVO SIKA
1 X BROCA DE ACO RAPIDO IRWIN 6,5MM
1 X DESEMPENADEIRA ACO LISA 12X40 307/00 GALO
1 X DESEMPENADEIRA PLASTICA LISA 22X34 EMAVE
1 X FITA ISOLANTE COLORIDA AZUL 10M FOXLUX 
1 X FITA ISOLANTE COLORIDA BRANCA 10M FOXLUX 
1 X FITA ISOLANTE COLORIDA VERMELHA 10M FOXLUX 
3 X CADEADO 25MM PADO";R$ 0,00;;Não
29/06/2024;"1 X BROCA WIDEA SDS PLUS 20MMX300MM HTOM
2 X COMPOUND ADESIVO SIKA";R$ 210,85;Condominio;Não
29/06/2024;5 X DISCO SERRA WIDEA 7.1/4 X 24 SB02 WESTERN;R$ 0,00;;Não
29/06/2024;"1 X PONTEIRA HAMMER PHILLIPS 65MM C/10UN JB1000
4 X COTOVELO 50X45 PLASTILIT";R$ 0,00;;Não
29/06/2024;"2 X JUNCAO ESGOTO 100 PLASTILIT
3 X JUNCAO ESGOTO 75 PLASTILIT 
15 X LUVA ESGOTO 100 PLASTILIT
4 X LUVA 60 PLASTILIT";R$ 0,00;;Não
29/06/2024;4 X GRELHA VENTILAÇÃO QUADRADA 20CM X20CM ITC;R$ 199,96;Condominio;Não
29/06/2024;200 X SACO ENTULHO UNIDADE;R$ 0,00;;Não
29/06/2024;"1 X MACARICO ACENDEDOR AUTOMATICO S/REFIL JHS OBAGAS 
1 X GAS BUTANO REFIL MAÇARICO 225GRS FEMRITE";R$ 0,00;;Não
29/06/2024;30 X GRAUTE 40 MPA 20KG BELA VISTA;R$ 0,00;;Não
29/06/2024;"2 X TAMPAO COBRE 54MM C/ANEL RUMO
2 X BUCHA REDUCAO COBRE 66,7X54MM C/ANEL RUMO";R$ 0,00;;Não
29/06/2024;"1 X BUCHA REDUCAO RR 1X3/4 AMANCO
1 X TEE 25 PLASTILIT 
1 X UNIAO 50 PLASTILIT
1 X ADAPTADOR SOLDAVEL 32 PLASTILIT";R$ 0,00;;Não
29/06/2024;"2 X CADEADO 35MM PADO
1 X TORQUES ARMADOR 12 SAO ROMAO
2 X CHAVE COMBINADA 13MM TRAMONTINA
1 X PORTA CADEADO 3.1/2 RCA
2 X DOBRADICA ZINCADA 850X3 SILVANA UN";R$ 0,00;;Não
29/06/2024;"3 X LUVA CORRER ESGOTO 75 PLASTILIT
1 X LUVA REDUCAO 40X32 AMANCO";R$ 0,00;;Não
29/06/2024;1 X CADEADO 45MM PADO;R$ 0,00;;Não
29/06/2024;1 X RESINA ACRILICA INCOLOR 5L EUCATEX;R$ 0,00;;Não
29/06/2024;"1 X CAPS 50 PLASTILIT
2 X ADAPTADOR SOLDAVEL 32 PLASTILIT
1 X ADAPTADOR SOLDAVEL 25 PLASTILIT
1 X BUCHA REDUCAO CURTA 32X25 PLASTILIT";R$ 0,00;;Não
29/06/2024;5 X BLOCO ESPUMA AMARELO 5X13X20 ;R$ 0,00;;Não
29/06/2024;"4 X PINO FEMEA 10A PRETO 2P+T V96 C/PRENSA VOLTIN
1 X PINO MACHO 10A BRANCO 2P PRENSA CABO RADIAL 
5 X PINO PRENSA 2P+T RADIAL SEGURANCA CINZA 10A RADIAL
1 X PINO FEMEA 10A BRANCO 2P+T V96 C/PRENSA VOLTIN";R$ 0,00;;Não
29/06/2024;"2 X FITA ANTIDERRAPANTE PRETA 50MMX5M TECBOND
1 X ASSENTO SANITARIO CONFORTAVEL CINZA CLARO ASTRA
2 X LUMINARIA LED SOBREPOR 18W REDONDA 6500K ECONOMAX";R$ 0,00;;Não
29/06/2024;"1 X SERRA COPO A.R STARRETT 102MM-HO400
1 X REGISTRO GAVETA 1.1/2 BRUTO AC 1510
1 X NYLON ROÇADEIRA CRISTAL ROLO 
1 X SERRA COPO BIMETAL 41MM BOSCH";R$ 0,00;;Não
29/06/2024;"4 X BUCHA REDUCAO CURTA 60X50 AMANCO
4 X TEE 25 PLASTILIT 
5 X COTOVELO AZUL 25X3/4 PLASTILIT
4 X COTOVELO AZUL 25X1/2 PLASTILIT 
1 X BUCHA REDUCAO LONGA 50X25 PLASTILIT";R$ 0,00;;Não
29/06/2024;2 X PLACA ISOPOR PAPEL 1,00X0,50CM 2,0CM (PCT C/12);R$ 0,00;;Não
29/06/2024;1 X TORNEIRA LAVATORIO PVC CR 1198 HYDRAPLUS;R$ 0,00;;Não
29/06/2024;"1 X BOLSA FERRAMENTA 21 BOLSOS 9SQ EDA
1 X BOTINA NOBUCK 39 BIQ.PVC CAFE CRIVAL ";R$ 0,00;;Não
29/06/2024;3 X TEE 25 PLASTILIT ;R$ 0,00;;Não
29/06/2024;5 X ARGAMASSA ACII EXTERNA 20KG VOTORANTIM;R$ 0,00;;Não
29/06/2024;"10 X BUCHA DRYWALL BUR/BKF ANCORA
10 X BUCHA DRYWALL SFORP DRYFIX
3 X TOMADA EXTERNA 10A 2P+T RADIAL 
1 X TOMADA EXTERNA 10A 2P+T RADIAL ";R$ 0,00;;Não
29/06/2024;"50 X AREIA MEDIA ENSACADA 20KG 
50 X PEDRA ENSACADA 20KG
3 X GRAMPO GRAMPEADOR 10MM C/1000 FERTAK";R$ 0,00;;Não
29/06/2024;"2 X LUVA LATEX VERDE G TOP SANRO 
2 X LUVA LATEX VERDE P TOP SANRO ";R$ 0,00;;Não
29/06/2024;"2 X PREGO COM CABECA 17X21 1KG GERDAU
1 X REGISTRO GAVETA 1.1/2 BRUTO AC 1510";R$ 0,00;;Não
29/06/2024;6 X COMPOUND ADESIVO SIKA;R$ 0,00;;Não
29/06/2024;4 X GUIA U EXTERNO AJUSTÁVEL PORTA CORRER BRANCO;R$ 148,00;Condominio;Não
29/06/2024;"1 X APLICADOR SILICONE 10,5 ALTA PRESSAO PROF REF52.
9 X SILICONE BASE AGUA BRANCO 420G SOUDAL ";R$ 258,88;Condominio;Não
29/06/2024;"2 X LAMPADA LED BULBO 09W BRANCA LED BEE
1 X LAMPADA LED GLOBO 40W E27 6500K BLUMENAU";R$ 0,00;;Não
29/06/2024;"1 X FILTRO P/BEBEDOURO 210MM ACQUA MIL 
1 X ESPONJA DE LIMPEZA MULTIUSO TININDO (PCT C/10) (SALES)";R$ 0,00;;Não
29/06/2024;"5 X TORNEIRA PLASTICA JARDIM 1/2 PRETA CURTA LUCONI
1 X FITA DUPLA FACE 12MMX2 400GR TEKBOND";R$ 0,00;;Não
29/06/2024;"10 X ARGAMASSA ACIII SUPERFLEX SA 20KG SIKA
10 X LUVA TRICOTADA LISA BRANCA KALIPSO";R$ 0,00;;Não
29/06/2024;7 X CURVA ELETRODUTO PVC PRETO 1X90;R$ 30,17;Condominio;Não
29/06/2024;"1 X POTE 2PÇS REDONDA ACUCAR/CAFÉ 1,3L
4 X ORGANIZADORA MESA ESCRITORIO ACRILICO 
5 X LIXEIRA 12L S/PEDAL PRETO";R$ 0,00;;Não
29/06/2024;"5 X TOMADA PISO 2P+T  10A 250V PRETO TRANSMOBIL
5 X ESPELHO PISO INOX 4X2 1TOM RED PLL74 OLIVO
5 X CAIXA PISO 4X2 ALUMINIO BAIXA 2 SAIDAS";R$ 352,55;Condominio;Não
29/06/2024;"10 X REJUNTE BRANCO 5K QUARTZOLIT
1 X BARRA CANO 32 - 1"" PLASTILIT - METRO";R$ 0,00;;Não
29/06/2024;2 X CADEADO 45MM PADO;R$ 0,00;;Não
29/06/2024;"1 X DISJUNTOR BIPOLAR C20 STECK
1 X CONTATOR TRIFASICO 32A 220V";R$ 228,98;Condominio;Não
29/06/2024;"3 X BROXA RETANGULAR VERDE MEDIA COMPEL
5 X ASSENTO SANITARIO SOFT BRANCO LUCONI";R$ 206,66;Condominio;Não
29/06/2024;15 X FITA CREPE 48MMX50M NASTRO;R$ 0,00;;Não
29/06/2024;"5 X TECPLUS TOP 18KG QUARTZOLIT (1000) 
2 X ADAPTADOR SOLDAVEL 32 PLASTILIT";R$ 0,00;;Não
29/06/2024;1 X TORNEIRA PLASTICA BRANCA PIA 1/2 LUCONI;R$ 0,00;;Não
29/06/2024;"1 X VEDA ROSCA 18MMX25M FIRLON
2 X PINCEL 1"" 25,4MM ROMA
2 X COTOVELO 75X45° AMANCO
1 X SERRA ACO BIMETAL 24 DENTES CX C/ 10 UN STARRETT";R$ 0,00;;Não
29/06/2024;1 X BROCA WIDEA SDS PLUS 16X400 ROCAST;R$ 0,00;;Não
29/06/2024;2 X DESEMPENADEIRA ACO DENTADA 10X35 CASTOR;R$ 0,00;;Não
29/06/2024;1 X ROLO LA 15CM C/CABO POLIPOP COMPEL;R$ 0,00;;Não
29/06/2024;"100 X LIXA MASSA 120 TATU
100 X LIXA MASSA 180 TATU (VERMELHA)
5 X DISCO DIAMANTADO SEGMENTADO 9"" HAMMER ";R$ 0,00;;Não
29/06/2024;10 X ARGAMASSA ACII CERAMICAS FLEX SA 20KG SIKA;R$ 0,00;;Não
29/06/2024;"15 X MASCARA PFF2 COM VALVULA DELTAPLUS
1 X DISCO DIAMANTADO TURBO 9"" 230MM HAMMER";R$ 0,00;;Não
29/06/2024;"1 X ESMALTE SINTETICO PRETO FOSCO 225ML
1 X ROLO ESPUMA 09CM ROMA 440";R$ 0,00;;Não
29/06/2024;"1 X KIT APLICADOR ARGAMASSA PROFISSIONAL
1 X BROCA CHATA MADEIRA 3/4 BRASFORT";R$ 102,84;Condominio;Não
29/06/2024;"1 X ROLO LA 05CM ANTI RESPINGO COMPEL
1 X CHAVE PHILIPS 1/8X3 TRAMONTINA
1 X CHAVE FENDA 1/8X5 BRASFORT
1 X FITA ISOLANTE 19MMX20M ADELBRAS
1 X PILHA AAA CAIXA TORRE PANASONIC C/4
1 X ARCO SERRA 12 REG PR/VM 7572 BRASFORT";R$ 0,00;;Não
29/06/2024;"6 X BARRA CANO ESGOTO 150 - 6"" PLASTILIT - METRO
5 X SERRA ACO BIMETAL 24 DENTES UN. STARRETT
4 X VEDA ROSCA 18MMX50M FIRLON
5 X BLOCO ESPUMA BRANCO 20X13X7CM CASTOR";R$ 0,00;;Não
29/06/2024;"4 X COTOVELO 50X45 PLASTILIT
18 X BARRA CANO ESGOTO 100 - 4"" PLASTILIT - METRO
2 X BIANCO VEDACIT 3,6L
30 X TERRA ADUBADA PACOTE C/ 20KG";R$ 0,00;;Não
29/06/2024;1 X REGULADOR GÁS MEDIO 504/01 SEM INDICADOR;R$ 0,00;;Não
29/06/2024;2 X LUMINARIA LED SOBREPOR 24W QUADRADO 6500K 27,9CM BLUMENAU;R$ 0,00;;Não
